"STATION","NAME","DATE","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-10-28",,"60","56",,,,,,,,,,,,"    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-10-29",,"63","54",,,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-10-30",,"59","48",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-10-31",,"55","45",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-01",,"52","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-02",,"53","44",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-03",,"51","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-04",,"52","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-05",,"46","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-06",,"43","35",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-07",,"44","33","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-08",,"50","35","    1",,,,,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-09",,"54","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-10",,"55","46",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-11",,"65","45",,,,,,,,,,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-12",,"65","49",,"    1",,,,,,,,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-13",,"59","41","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-14",,"49","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-15",,"45","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-16",,"48","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-17",,"52","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-18",,"49","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-19",,"49","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-20",,"49","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-21",,"54","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-22",,"54","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-23",,"55","41","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-24",,"52","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-25",,"41","36",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-26",,"49","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-27",,"43","35","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-28",,"42","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-29",,"44","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-11-30",,"47","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-01",,"42","38",,,,,,,,,,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-02",,"52","41","    1","    1",,,,,,"    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-03",,"61","47",,,,,,,,,,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-04",,"60","46","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-05",,"59","36",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-06",,"41","32",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-07",,"48","37",,,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-08",,"51","44",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-09",,"51","43",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-10",,"60","45","    1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-11",,"59","42","    1",,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-12",,"44","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-13",,"47","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-14",,"50","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-15",,"47","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-16",,"49","43",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-17",,"44","41","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-18",,"55","44","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-19",,"48","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-20",,"48","37",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-21",,"60","38","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-22",,"40","37",,,,,,,,,,,,,,"    1",,"    1","    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-23",,"43","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-24",,"40","33","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-25",,"42","33","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-26",,"42","29","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-27",,"42","32",,,"    1",,,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-28",,"38","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-29",,"36","32",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-30",,"36","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2012-12-31",,"41","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-01",,"41","27",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-02",,"34","23",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-03",,"34","25",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-04",,"39","33",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-05",,"43","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-06",,"47","34",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-07",,"45","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-08",,"49","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-09",,"51","36",,,,,,,,"    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-10",,"48","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-11",,"45","37","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-12",,"46","42","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-13",,"50","42","    1","    1",,,,,,,,,"    1","    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-14",,"55","39","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-15",,"40","36",,,,"    1",,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-16",,"40","33",,,,"    1",,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-17",,"44","36",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-18",,"36","26",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-19",,"52","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-20",,"54","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-21",,"32","28",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-22",,"29","15",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-23",,"20","12",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-24",,"25","15",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-25",,"25","14",,,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-26",,"29","18",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-27",,"35","21",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-28",,"37","29",,,,,,,,"    1",,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-29",,"46","37",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-30",,"54","37",,"    1",,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-01-31",,"60","31","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-01",,"32","25",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-02",,"30","20",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-03",,"31","24","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-04",,"31","24",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-05",,"32","28",,,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-06",,"40","30",,,,,,,,,,,"    1","    1",,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-07",,"33","26",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-08",,"36","27","    1",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-09",,"34","23",,,,,,,,,"    1",,"    1",,,,,"    1",,"    1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-10",,"36","20",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-11",,"46","34","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-12",,"45","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-13",,"44","34","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-14",,"46","34","    1",,,,,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-15",,"53","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-16",,"42","32",,,,,,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-17",,"32","19",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-18",,"36","19",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-19",,"47","33","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-20",,"40","27",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-21",,"35","25",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-22",,"39","27",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-23",,"40","35",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-24",,"46","35","    1",,,,,,,,,,"    1","    1",,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-25",,"44","33",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-26",,"44","33","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-27",,"48","36",,,,,,,,,,,"    1","    1",,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-02-28",,"53","40",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-01",,"44","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-02",,"39","32",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-03",,"40","30",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-04",,"41","29",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-05",,"48","33",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-06",,"43","38",,,,,,,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-07",,"38","34","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-08",,"42","32","    1",,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-09",,"54","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-10",,"48","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-11",,"54","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-12",,"56","43","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-13",,"52","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-14",,"41","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-15",,"48","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-16",,"41","33",,,,,,,,,,,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-17",,"38","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-18",,"36","29","    1",,,"    1",,,,,,,,"    1",,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-19",,"44","34","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-20",,"45","34",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-21",,"39","32",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-22",,"41","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-23",,"45","35",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-24",,"46","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-25",,"41","37","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-26",,"50","39",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-27",,"52","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-28",,"49","39",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-29",,"55","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-30",,"58","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-03-31",,"55","40","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-01","50","62","38","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-02","39","45","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-03","40","47","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-04","41","50","35",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-05","48","61","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-06","44","52","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-07","46","54","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-08","56","72","47",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-09","63","81","47","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-10","63","71","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-11","56","60","47","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-12","45","48","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-13","47","57","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-14","52","56","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-15","49","56","44",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-16","53","62","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-17","61","69","55",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-18","56","61","49",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-19","59","70","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-20","56","60","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-21","47","53","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-22","47","55","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-23","46","53","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-24","53","65","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-25","56","67","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-26","58","66","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-27","58","68","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-28","58","69","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-29","56","59","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-04-30","57","66","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-01","57","66","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-02","58","68","50",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-03","57","65","50",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-04","55","67","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-05","52","61","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-06","54","68","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-07","59","71","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-08","60","65","55","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-09","58","68","55",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-10","68","80","61",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-11","65","69","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-12","64","70","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-13","53","57","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-14","52","62","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-15","59","70","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-16","70","80","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-17","67","74","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-18","62","67","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-19","58","60","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-20","65","79","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-21","75","86","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-22","70","78","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-23","70","81","63",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-24","61","67","47","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-25","50","56","46",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-26","56","67","49",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-27","64","77","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-28","64","71","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-29","66","83","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-30","83","93","74",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-05-31","85","93","76",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-01","83","89","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-02","80","89","70",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-03","74","78","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-04","68","76","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-05","67","74","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-06","65","73","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-07","62","65","59","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-08","66","78","58","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-09","73","82","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-10","68","69","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-11","71","82","63",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-12","72","76","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-13","68","72","56","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-14","62","75","55","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-15","71","82","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2013-06-16","75","86","68",,,,,,,,,,,,,,,,,,
