"STATION","NAME","DATE","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-25",,"77","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-26",,"76","60",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-27",,"85","60","    1",,,,"    1",,,"    1",,"    1",,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-28",,"69","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-29",,"78","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-30",,"82","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-05-31",,"77","63","    1",,"    1",,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-01",,"84","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-02",,"80","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-03",,"84","65",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-04",,"71","58","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-05",,"72","62","    1",,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-06",,"73","59","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-07",,"96","60","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-08",,"96","78","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-09",,"99","76",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-10",,"100","73","    1",,"    1",,"    1",,"    1","    1",,"    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-11",,"88","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-12",,"86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-13",,"82","65",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-14",,"90","70","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-15",,"83","65","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-16",,"78","64","    1",,"    1",,"    1",,"    1","    1",,"    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-17",,"77","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-18",,"75","60","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-19",,"77","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-20",,"79","63",,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-21",,"85","65",,,,,,,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-22",,"80","71","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-23",,"83","70","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-24",,"81","70",,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-25",,"85","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-26",,"85","74",,,,,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-27",,"85","76",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-28",,"90","70","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-29",,"90","74","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-06-30",,"85","73","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-01",,"86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-02",,"87","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-03",,"93","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-04",,"80","71","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-05",,"75","69","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-06",,"79","68","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-07",,"85","70","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-08",,"91","76",,,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-09",,"87","75","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-10",,"87","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-11",,"89","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-12",,"86","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-13",,"85","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-14",,"83","70","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-15",,"90","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-16",,"90","71",,,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-17",,"92","74",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-18",,"96","76",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-19",,"97","81",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-20",,"94","79","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-21",,"93","75",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-22",,"87","73","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-23",,"82","70","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-24",,"85","70","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-25",,"87","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-26",,"88","74",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-27",,"82","70","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-28",,"88","69","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-29",,"90","75",,,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-30",,"87","73",,,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-07-31",,"90","75","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-01",,"88","74",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-02",,"82","69","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-03",,"83","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-04",,"85","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-05",,"84","73",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-06",,"88","72","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-07",,"86","68","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-08",,"82","68","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-09",,"82","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-10",,"82","69","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-11",,"73","60","    1","    1","    1",,"    1",,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-12",,"81","63",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-13",,"81","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-14",,"84","68","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-15",,"81","67","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-16",,"82","66","    1",,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-17",,"85","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-18",,"88","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-19",,"82","65",,,,,,,"    1","    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-20",,"77","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-21",,"81","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-22",,"83","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-23",,"80","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-24",,"81","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-25",,"85","68",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-26",,"80","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-27",,"77","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-28",,"84","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-29",,"80","68",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-30",,"84","68","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-08-31",,"84","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-01",,"84","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-02",,"86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-03",,"81","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-04",,"90","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-05",,"86","73","    1",,,,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-06",,"83","72","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-07",,"83","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-08",,"83","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-09",,"78","67","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-10",,"73","63",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-11",,"73","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-12",,"72","65","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-13",,"79","68","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-14",,"89","71","    1",,,,,,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-15",,"84","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-16",,"70","63",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-17",,"75","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-18",,"74","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-19",,"66","55",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-20",,"68","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-21",,"80","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-22",,"73","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-23",,"69","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-24",,"69","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-25",,"67","56",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-26",,"68","60","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-27",,"69","64","    1","    1",,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-28",,"74","67","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-29",,"73","63",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-09-30",,"73","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-01",,"73","61","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-02",,"64","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-03",,"65","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-04",,"63","53",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-05",,"63","54","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-06",,"63","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-07",,"64","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-08",,"66","52",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-09",,"77","60","    1",,,,,,"    1","    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-10",,"73","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-11",,"71","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-12",,"71","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-13",,"75","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-14",,"68","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-15",,"71","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-16",,"78","57","    1",,,,,,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-17",,"60","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-18",,"57","44",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-19",,"58","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-20",,"62","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-21",,"63","46",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-22",,"52","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-23",,"54","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-24",,"57","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-25",,"67","54","    1",,"    1",,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-26",,"63","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-27",,"64","50",,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-28",,"51","41","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-29",,"48","40",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-30",,"49","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-10-31",,"64","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-01",,"65","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-02",,"52","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-03",,"59","44",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-04",,"64","50","    1",,,,,,"    1","    1",,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-05",,"63","55","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-06",,"65","59","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-07",,"65","58","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-08",,"60","55","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-09",,"56","50",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-10",,"51","44",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-11",,"51","40",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-12",,"50","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-13",,"58","47","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-14",,"63","55","    1","    1",,,"    1",,,"    1","    1",,,"    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-15",,"65","58","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-16",,"61","42","    1",,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-17",,"47","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-18",,"41","31",,,,,,,,,,,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-19",,"37","28",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-20",,"39","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-21",,"39","27",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-22",,"33","25",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-23",,"37","26",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-24",,"53","33",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-25",,"48","38","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-26",,"45","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-27",,"44","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-28",,"50","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-29",,"45","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-11-30",,"44","36","    1",,"    1","    1","    1",,,"    1",,,,"    1",,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-01",,"55","43","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-02",,"46","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-03",,"43","35",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-04",,"51","39",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-05",,"42","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-06",,"37","31","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-07",,"37","22","    1",,,,"    1",,,"    1",,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-08",,"31","20",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-09",,"56","31",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-10",,"63","44","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-11",,"44","38","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-12",,"46","33","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-13",,"33","28",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-14",,"49","30",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-15",,"67","48",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-16",,"59","31","    1",,"    1","    1","    1",,,"    1",,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-17",,"44","33","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-18",,"43","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-19",,"39","30","    1","    1","    1","    1","    1",,,,,,,,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-20",,"32","23","    1",,,,,,"    1","    1",,,"    1","    1",,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-21",,"40","26","    1",,,"    1","    1",,,"    1",,,"    1",,,"    1",,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-22",,"27","14",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-23",,"31","20",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-24",,"58","31","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-25",,"58","35",,,,,,,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-26",,"41","32",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-27",,"48","40","    1",,,,,,"    1","    1",,,"    1","    1",,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-28",,"65","47","    1",,,,,,,,,,"    1","    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-29",,"49","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-30",,"44","34",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2008-12-31",,"36","19",,,,,,,,"    1",,,,,,"    1",,"    1","    1",
